1342402,广东,广州
1342403,广东,广州
1342404,广东,广州
1342405,广东,广州
1342406,广东,广州
1342407,广东,广州
1342408,广东,广州
1342409,广东,广州
1342410,广东,广州
1342411,广东,广州
1342412,广东,广州
1342413,广东,广州
1342414,广东,广州
1342415,广东,深圳
1342416,广东,深圳
1342417,广东,深圳
1342418,广东,深圳
1342419,广东,深圳
1342420,广东,深圳
1342421,广东,深圳
1342422,广东,深圳
1342423,广东,深圳
1342424,广东,深圳
1342425,广东,深圳
1342426,广东,深圳
1342427,广东,深圳
1342428,广东,深圳
1342429,广东,深圳
1342430,广东,深圳
1342431,广东,深圳
1342432,广东,深圳
1342433,广东,深圳
1342434,广东,深圳
1342435,广东,深圳
1342436,广东,深圳
1342437,广东,深圳
1342438,广东,深圳
1342439,广东,深圳
1342440,广东,深圳
1342441,广东,深圳
1342442,广东,深圳
1342443,广东,深圳
1342444,广东,深圳
1342445,广东,广州
1342446,广东,广州
1342447,广东,广州
1342448,广东,广州
1342449,广东,广州
1342450,广东,中山
1342451,广东,中山
1342452,广东,中山
1342453,广东,中山
1342454,广东,中山
1342455,广东,中山
1342456,广东,中山
1342457,广东,中山
1342458,广东,中山
1342459,广东,中山
1342460,广东,佛山
1342461,广东,佛山
1342462,广东,佛山
1342463,广东,佛山
1342464,广东,佛山
1342465,广东,佛山
1342466,广东,佛山
1342467,广东,佛山
1342468,广东,佛山
1342469,广东,佛山
1342470,广东,东莞
1342471,广东,东莞
1342472,广东,东莞
1342473,广东,东莞
1342474,广东,东莞
1342475,广东,东莞
1342476,广东,东莞
1342477,广东,东莞
1342478,广东,东莞
1342479,广东,东莞
1342480,广东,东莞
1342481,广东,东莞
1342482,广东,东莞
1342483,广东,东莞
1342484,广东,东莞
1342485,广东,东莞
1342486,广东,东莞
1342487,广东,东莞
1342488,广东,东莞
1342489,广东,东莞
1342490,广东,江门
1342491,广东,江门
1342492,广东,江门
1342493,广东,江门
1342494,广东,江门
1342495,广东,江门
1342496,广东,江门
1342497,广东,江门
1342498,广东,江门
1342499,广东,江门
1342500,广东,珠海
1342501,广东,珠海
1342502,广东,珠海
1342503,广东,珠海
1342504,广东,珠海
1342505,广东,珠海
1342506,广东,珠海
1342507,广东,珠海
1342508,广东,珠海
1342509,广东,珠海
1342510,广东,深圳
1342511,广东,深圳
1342512,广东,深圳
1342513,广东,深圳
1342514,广东,深圳
1342515,广东,深圳
1342516,广东,深圳
1342517,广东,深圳
1342518,广东,深圳
1342519,广东,深圳
1342520,广东,清远
1342521,广东,清远
1342522,广东,清远
1342523,广东,清远
1342524,广东,清远
1342525,广东,清远
1342526,广东,清远
1342527,广东,肇庆
1342528,广东,肇庆
1342529,广东,肇庆
1342530,广东,汕头
1342531,广东,汕头
1342532,广东,汕头
1342533,广东,汕头
1342534,广东,汕头
1342535,广东,肇庆
1342536,广东,肇庆
1342537,广东,肇庆
1342538,广东,肇庆
1342539,广东,肇庆
1342540,广东,中山
1342541,广东,中山
1342542,广东,中山
1342543,广东,中山
1342544,广东,中山
1342545,广东,中山
1342546,广东,中山
1342547,广东,中山
1342548,广东,中山
1342549,广东,中山
1342550,广东,中山
1342551,广东,中山
1342552,广东,中山
1342553,广东,中山
1342554,广东,中山
1342555,广东,中山
1342556,广东,中山
1342557,广东,中山
1342558,广东,中山
1342559,广东,中山
1342560,广东,佛山
1342561,广东,佛山
1342562,广东,佛山
1342563,广东,佛山
1342564,广东,佛山
1342565,广东,佛山
1342566,广东,佛山
1342567,广东,佛山
1342568,广东,佛山
1342569,广东,佛山
1342570,广东,佛山
1342571,广东,佛山
1342572,广东,佛山
1342573,广东,佛山
1342574,广东,佛山
1342575,广东,佛山
1342576,广东,佛山
1342577,广东,佛山
1342578,广东,佛山
1342579,广东,佛山
1342580,广东,佛山
1342581,广东,佛山
1342582,广东,佛山
1342583,广东,佛山
1342584,广东,佛山
1342585,广东,佛山
1342586,广东,佛山
1342587,广东,佛山
1342588,广东,佛山
1342589,广东,佛山
1342590,广东,佛山
1342591,广东,佛山
1342592,广东,佛山
1342593,广东,佛山
1342594,广东,佛山
1342595,广东,佛山
1342596,广东,佛山
1342597,广东,佛山
1342598,广东,佛山
1342599,广东,佛山
1342600,北京,北京
1342601,北京,北京
1342602,北京,北京
1342603,北京,北京
1342604,北京,北京
1342605,北京,北京
1342606,北京,北京
1342607,北京,北京
1342608,北京,北京
1342609,北京,北京
1342610,北京,北京
1342611,北京,北京
1342612,北京,北京
1342613,北京,北京
1342614,北京,北京
1342615,北京,北京
1342616,北京,北京
1342617,北京,北京
1342618,北京,北京
1342619,北京,北京
1342620,北京,北京
1342621,北京,北京
1342622,北京,北京
1342623,北京,北京
1342624,北京,北京
1342625,北京,北京
1342626,北京,北京
1342627,北京,北京
1342628,北京,北京
1342629,北京,北京
1342630,北京,北京
1342631,北京,北京
1342632,北京,北京
1342633,北京,北京
1342634,北京,北京
1342635,北京,北京
1342636,北京,北京
1342637,北京,北京
1342638,北京,北京
1342639,北京,北京
1342640,北京,北京
1342641,北京,北京
1342642,北京,北京
1342643,北京,北京
1342644,北京,北京
1342645,北京,北京
1342646,北京,北京
1342647,北京,北京
1342648,北京,北京
1342649,北京,北京
1342650,江西,上饶
1342651,江西,上饶
1342652,江西,抚州
1342653,江西,抚州
1342654,江西,赣州
1342655,江西,赣州
1342656,江西,吉安
1342657,江西,吉安
1342658,江西,九江
1342659,江西,九江
1342660,江西,九江
1342661,江西,九江
1342662,江西,九江
1342663,江西,上饶
1342664,江西,上饶
1342665,江西,上饶
1342666,江西,鹰潭
1342667,江西,新余
1342668,江西,南昌
1342669,江西,萍乡
1342670,广东,江门
1342671,广东,江门
1342672,广东,江门
1342673,广东,江门
1342674,广东,江门
1342675,广东,江门
1342676,广东,江门
1342677,广东,江门
1342678,广东,江门
1342679,广东,江门
1342680,广东,江门
1342681,广东,江门
1342682,广东,江门
1342683,广东,江门
1342684,广东,江门
